[2025-04-08 00:47:09] PRODUÇÃO - ID: 3, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira: 0
[2025-04-08 00:47:55] PRODUÇÃO - ID: 185, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira: 24
[2025-04-08 00:47:55] PRODUÇÃO - ID: 187, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira: 25
[2025-04-08 00:47:55] PRODUÇÃO - ID: 186, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira: 26
[2025-04-08 00:47:55] PRODUÇÃO - ID: 188, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira: 27
[2025-04-08 00:47:55] PRODUÇÃO - ID: 189, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira: 28
[2025-04-08 00:47:55] PRODUÇÃO - ID: 190, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira: 29
[2025-04-08 00:47:55] PRODUÇÃO - ID: 191, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira: 30
[2025-04-08 00:47:55] PRODUÇÃO - ID: 192, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira: 31
[2025-04-08 00:47:57] PRODUÇÃO - ID: 193, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira: 32
[2025-04-08 00:47:57] PRODUÇÃO - ID: 194, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira: 33
[2025-04-08 00:47:57] PRODUÇÃO - ID: 195, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira: 34
[2025-04-08 00:47:57] PRODUÇÃO - ID: 196, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira: 35
[2025-04-08 00:47:57] PRODUÇÃO - ID: 197, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira: 36
[2025-04-08 00:47:57] PRODUÇÃO - ID: 198, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira: 37
[2025-04-08 00:47:57] PRODUÇÃO - ID: 199, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira: 38
[2025-04-08 00:47:57] PRODUÇÃO - ID: 200, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira: 39
[2025-04-08 00:47:59] PRODUÇÃO - ID: 201, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira: 0
[2025-04-08 00:47:59] PRODUÇÃO - ID: 204, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira: 1
[2025-04-08 00:47:59] PRODUÇÃO - ID: 202, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira: 2
[2025-04-08 00:47:59] PRODUÇÃO - ID: 203, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira: 3
[2025-04-08 00:47:59] PRODUÇÃO - ID: 205, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira: 4
[2025-04-08 00:47:59] PRODUÇÃO - ID: 206, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira: 5
[2025-04-08 00:47:59] PRODUÇÃO - ID: 207, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira: 6
[2025-04-08 00:47:59] PRODUÇÃO - ID: 208, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira: 7
[2025-04-08 00:48:01] PRODUÇÃO - ID: 209, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira: 8
[2025-04-08 00:48:01] PRODUÇÃO - ID: 211, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira: 9
[2025-04-08 00:48:01] PRODUÇÃO - ID: 210, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira: 10
[2025-04-08 00:48:01] PRODUÇÃO - ID: 212, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira: 11
[2025-04-08 00:48:01] PRODUÇÃO - ID: 213, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira: 12
[2025-04-08 00:48:01] PRODUÇÃO - ID: 214, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira: 13
[2025-04-08 00:48:01] PRODUÇÃO - ID: 215, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira: 14
[2025-04-08 00:48:01] PRODUÇÃO - ID: 216, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira: 15
[2025-04-08 00:48:03] PRODUÇÃO - ID: 217, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira: 16
[2025-04-08 00:48:03] PRODUÇÃO - ID: 218, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira: 17
[2025-04-08 00:48:03] PRODUÇÃO - ID: 219, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira: 18
[2025-04-08 00:48:03] PRODUÇÃO - ID: 220, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira: 19
[2025-04-08 00:48:03] PRODUÇÃO - ID: 221, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira: 20
[2025-04-08 00:48:03] PRODUÇÃO - ID: 222, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira: 21
[2025-04-08 00:48:03] PRODUÇÃO - ID: 224, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira: 22
[2025-04-08 00:48:03] PRODUÇÃO - ID: 223, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira: 23
[2025-04-08 00:48:05] PRODUÇÃO - ID: 225, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira: 24
[2025-04-08 00:48:05] PRODUÇÃO - ID: 226, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira: 25
[2025-04-08 00:48:05] PRODUÇÃO - ID: 227, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira: 26
[2025-04-08 00:48:05] PRODUÇÃO - ID: 228, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira: 27
[2025-04-08 00:48:05] PRODUÇÃO - ID: 229, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira: 28
[2025-04-08 00:48:05] PRODUÇÃO - ID: 230, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira: 29
[2025-04-08 00:48:05] PRODUÇÃO - ID: 231, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira: 30
[2025-04-08 00:48:05] PRODUÇÃO - ID: 232, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira: 31
[2025-04-08 00:48:07] PRODUÇÃO - ID: 233, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira: 32
[2025-04-08 00:48:07] PRODUÇÃO - ID: 234, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira: 33
[2025-04-08 00:48:07] PRODUÇÃO - ID: 235, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira: 34
[2025-04-08 00:48:07] PRODUÇÃO - ID: 236, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira: 35
[2025-04-08 00:48:07] PRODUÇÃO - ID: 237, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira: 36
[2025-04-08 00:48:07] PRODUÇÃO - ID: 238, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira: 37
[2025-04-08 00:48:07] PRODUÇÃO - ID: 239, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira: 38
[2025-04-08 00:48:07] PRODUÇÃO - ID: 240, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira: 39
[2025-04-08 00:48:09] PRODUÇÃO - ID: 241, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira: 0
[2025-04-08 00:48:09] PRODUÇÃO - ID: 242, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira: 1
[2025-04-08 00:48:09] PRODUÇÃO - ID: 244, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira: 2
[2025-04-08 00:48:09] PRODUÇÃO - ID: 243, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira: 3
[2025-04-08 00:48:09] PRODUÇÃO - ID: 245, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira: 4
[2025-04-08 00:48:09] PRODUÇÃO - ID: 246, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira: 5
[2025-04-08 00:48:09] PRODUÇÃO - ID: 248, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira: 6
[2025-04-08 00:48:09] PRODUÇÃO - ID: 247, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira: 7
[2025-04-08 00:48:11] PRODUÇÃO - ID: 249, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira: 8
[2025-04-08 00:48:11] PRODUÇÃO - ID: 250, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira: 9
[2025-04-08 00:48:11] PRODUÇÃO - ID: 251, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira: 10
[2025-04-08 00:48:11] PRODUÇÃO - ID: 252, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira: 11
[2025-04-08 00:48:11] PRODUÇÃO - ID: 253, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira: 12
[2025-04-08 00:48:11] PRODUÇÃO - ID: 254, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira: 13
[2025-04-08 00:48:11] PRODUÇÃO - ID: 256, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira: 14
[2025-04-08 00:48:11] PRODUÇÃO - ID: 255, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira: 15
[2025-04-08 00:48:13] PRODUÇÃO - ID: 257, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira: 16
[2025-04-08 00:48:13] PRODUÇÃO - ID: 258, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira: 17
[2025-04-08 00:48:13] PRODUÇÃO - ID: 259, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira: 18
[2025-04-08 00:48:13] PRODUÇÃO - ID: 260, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira: 19
[2025-04-08 00:48:13] PRODUÇÃO - ID: 261, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira: 20
[2025-04-08 00:48:13] PRODUÇÃO - ID: 262, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira: 21
[2025-04-08 00:48:13] PRODUÇÃO - ID: 263, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira: 22
[2025-04-08 00:48:13] PRODUÇÃO - ID: 264, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira: 23
[2025-04-08 00:48:15] PRODUÇÃO - ID: 265, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira: 24
[2025-04-08 00:48:15] PRODUÇÃO - ID: 266, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira: 25
[2025-04-08 00:48:15] PRODUÇÃO - ID: 267, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira: 26
[2025-04-08 00:48:15] PRODUÇÃO - ID: 268, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira: 27
[2025-04-08 00:48:15] PRODUÇÃO - ID: 269, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira: 28
[2025-04-08 00:48:15] PRODUÇÃO - ID: 270, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira: 29
[2025-04-08 00:48:15] PRODUÇÃO - ID: 271, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira: 30
[2025-04-08 00:48:15] PRODUÇÃO - ID: 272, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira: 31
[2025-04-08 00:48:17] PRODUÇÃO - ID: 273, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira: 32
[2025-04-08 00:48:17] PRODUÇÃO - ID: 274, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira: 33
[2025-04-08 00:48:17] PRODUÇÃO - ID: 275, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira: 34
[2025-04-08 00:48:17] PRODUÇÃO - ID: 276, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira: 35
[2025-04-08 00:48:17] PRODUÇÃO - ID: 277, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira: 36
[2025-04-08 00:48:17] PRODUÇÃO - ID: 278, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira: 37
[2025-04-08 00:48:17] PRODUÇÃO - ID: 280, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira: 38
[2025-04-08 00:48:17] PRODUÇÃO - ID: 279, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira: 39
[2025-04-08 00:48:19] PRODUÇÃO - ID: 281, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira: 0
[2025-04-08 00:48:19] PRODUÇÃO - ID: 282, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira: 1
[2025-04-08 00:48:19] PRODUÇÃO - ID: 283, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira: 2
[2025-04-08 00:48:19] PRODUÇÃO - ID: 284, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira: 3
[2025-04-08 00:48:19] PRODUÇÃO - ID: 285, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira: 4
[2025-04-08 00:48:19] PRODUÇÃO - ID: 286, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira: 5
[2025-04-08 00:48:19] PRODUÇÃO - ID: 287, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira: 6
[2025-04-08 00:48:19] PRODUÇÃO - ID: 288, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira: 7
[2025-04-08 00:48:21] PRODUÇÃO - ID: 289, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira: 8
[2025-04-08 00:48:21] PRODUÇÃO - ID: 290, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira: 9
[2025-04-08 00:48:21] PRODUÇÃO - ID: 291, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira: 10
[2025-04-08 00:48:21] PRODUÇÃO - ID: 292, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira: 11
[2025-04-08 00:48:21] PRODUÇÃO - ID: 293, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira: 12
[2025-04-08 00:48:21] PRODUÇÃO - ID: 294, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira: 13
[2025-04-08 00:48:21] PRODUÇÃO - ID: 295, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira: 14
[2025-04-08 00:48:21] PRODUÇÃO - ID: 296, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira: 15
[2025-04-08 00:48:23] PRODUÇÃO - ID: 297, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira: 16
[2025-04-08 00:48:23] PRODUÇÃO - ID: 298, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira: 17
[2025-04-08 00:48:23] PRODUÇÃO - ID: 299, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira: 18
[2025-04-08 00:48:23] PRODUÇÃO - ID: 300, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira: 19
[2025-04-08 00:48:23] PRODUÇÃO - ID: 301, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira: 20
[2025-04-08 00:48:23] PRODUÇÃO - ID: 302, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira: 21
[2025-04-08 00:48:23] PRODUÇÃO - ID: 303, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira: 22
[2025-04-08 00:48:23] PRODUÇÃO - ID: 304, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira: 23
[2025-04-08 00:48:25] PRODUÇÃO - ID: 305, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira: 24
[2025-04-08 00:48:25] PRODUÇÃO - ID: 306, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira: 25
[2025-04-08 00:48:25] PRODUÇÃO - ID: 307, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira: 26
[2025-04-08 00:48:25] PRODUÇÃO - ID: 308, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira: 27
[2025-04-08 00:48:25] PRODUÇÃO - ID: 309, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira: 28
[2025-04-08 00:48:25] PRODUÇÃO - ID: 310, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira: 29
[2025-04-08 00:48:25] PRODUÇÃO - ID: 311, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira: 30
[2025-04-08 00:48:25] PRODUÇÃO - ID: 312, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira: 31
[2025-04-08 00:48:27] PRODUÇÃO - ID: 313, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira: 32
[2025-04-08 00:48:27] PRODUÇÃO - ID: 314, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira: 33
[2025-04-08 00:48:27] PRODUÇÃO - ID: 315, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira: 34
[2025-04-08 00:48:27] PRODUÇÃO - ID: 316, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira: 35
[2025-04-08 00:48:27] PRODUÇÃO - ID: 317, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira: 36
[2025-04-08 00:48:27] PRODUÇÃO - ID: 318, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira: 37
[2025-04-08 00:48:27] PRODUÇÃO - ID: 319, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira: 38
[2025-04-08 00:48:27] PRODUÇÃO - ID: 320, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira: 39
[2025-04-08 00:48:29] PRODUÇÃO - ID: 321, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira: 0
[2025-04-08 00:48:29] PRODUÇÃO - ID: 322, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira: 1
[2025-04-08 00:48:29] PRODUÇÃO - ID: 323, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira: 2
[2025-04-08 00:48:29] PRODUÇÃO - ID: 324, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira: 3
[2025-04-08 00:48:29] PRODUÇÃO - ID: 325, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira: 4
[2025-04-08 00:48:29] PRODUÇÃO - ID: 326, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira: 5
[2025-04-08 00:48:29] PRODUÇÃO - ID: 327, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira: 6
[2025-04-08 00:48:29] PRODUÇÃO - ID: 328, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira: 7
[2025-04-08 00:48:31] PRODUÇÃO - ID: 329, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira: 8
[2025-04-08 00:48:31] PRODUÇÃO - ID: 330, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira: 9
[2025-04-08 00:48:31] PRODUÇÃO - ID: 331, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira: 10
[2025-04-08 00:48:31] PRODUÇÃO - ID: 332, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira: 11
[2025-04-08 00:48:31] PRODUÇÃO - ID: 333, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira: 12
[2025-04-08 00:48:31] PRODUÇÃO - ID: 334, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira: 13
[2025-04-08 00:48:31] PRODUÇÃO - ID: 335, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira: 14
[2025-04-08 00:48:31] PRODUÇÃO - ID: 336, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira: 15
[2025-04-08 00:48:33] PRODUÇÃO - ID: 337, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira: 16
[2025-04-08 00:48:33] PRODUÇÃO - ID: 338, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira: 17
[2025-04-08 00:48:33] PRODUÇÃO - ID: 339, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira: 18
[2025-04-08 00:48:33] PRODUÇÃO - ID: 340, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira: 19
[2025-04-08 00:48:33] PRODUÇÃO - ID: 341, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira: 20
[2025-04-08 00:48:33] PRODUÇÃO - ID: 342, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira: 21
[2025-04-08 00:48:33] PRODUÇÃO - ID: 343, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira: 22
[2025-04-08 00:48:33] PRODUÇÃO - ID: 344, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira: 23
[2025-04-08 00:48:35] PRODUÇÃO - ID: 345, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira: 24
[2025-04-08 00:48:35] PRODUÇÃO - ID: 346, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira: 25
[2025-04-08 00:48:35] PRODUÇÃO - ID: 347, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira: 26
[2025-04-08 00:48:35] PRODUÇÃO - ID: 348, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira: 27
[2025-04-08 00:48:35] PRODUÇÃO - ID: 349, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira: 28
[2025-04-08 00:48:35] PRODUÇÃO - ID: 350, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira: 29
[2025-04-08 00:48:35] PRODUÇÃO - ID: 351, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira: 30
[2025-04-08 00:48:35] PRODUÇÃO - ID: 352, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira: 31
[2025-04-08 00:48:37] PRODUÇÃO - ID: 353, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira: 32
[2025-04-08 00:48:37] PRODUÇÃO - ID: 354, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira: 33
[2025-04-08 00:48:37] PRODUÇÃO - ID: 355, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira: 34
[2025-04-08 00:48:37] PRODUÇÃO - ID: 356, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira: 35
[2025-04-08 00:48:37] PRODUÇÃO - ID: 357, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira: 36
[2025-04-08 00:48:37] PRODUÇÃO - ID: 358, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira: 37
[2025-04-08 00:48:37] PRODUÇÃO - ID: 359, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira: 38
[2025-04-08 00:48:37] PRODUÇÃO - ID: 360, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira: 39
[2025-04-08 00:48:39] PRODUÇÃO - ID: 361, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira: 0
[2025-04-08 00:48:39] PRODUÇÃO - ID: 362, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira: 1
[2025-04-08 00:48:39] PRODUÇÃO - ID: 363, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira: 2
[2025-04-08 00:48:39] PRODUÇÃO - ID: 364, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira: 3
[2025-04-08 00:48:39] PRODUÇÃO - ID: 365, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira: 4
[2025-04-08 00:48:39] PRODUÇÃO - ID: 366, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira: 5
[2025-04-08 00:48:39] PRODUÇÃO - ID: 367, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira: 6
[2025-04-08 00:48:39] PRODUÇÃO - ID: 368, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira: 7
