[2025-04-08 00:47:09] VENDA FÁBRICA - ID: 3, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 0, Loja: 0, Posição Esteira Loja: 0
[2025-04-08 00:47:44] VENDA FÁBRICA - ID: 136, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 14, Loja: 1, Posição Esteira Loja: 4
[2025-04-08 00:47:44] VENDA FÁBRICA - ID: 135, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 15, Loja: 0, Posição Esteira Loja: 6
[2025-04-08 00:47:44] VENDA FÁBRICA - ID: 137, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 16, Loja: 2, Posição Esteira Loja: 4
[2025-04-08 00:47:44] VENDA FÁBRICA - ID: 138, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 17, Loja: 1, Posição Esteira Loja: 5
[2025-04-08 00:47:44] VENDA FÁBRICA - ID: 139, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 18, Loja: 0, Posição Esteira Loja: 7
[2025-04-08 00:47:45] VENDA FÁBRICA - ID: 140, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 19, Loja: 2, Posição Esteira Loja: 5
[2025-04-08 00:47:45] VENDA FÁBRICA - ID: 141, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 20, Loja: 0, Posição Esteira Loja: 8
[2025-04-08 00:47:45] VENDA FÁBRICA - ID: 142, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 21, Loja: 1, Posição Esteira Loja: 6
[2025-04-08 00:47:46] VENDA FÁBRICA - ID: 143, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 22, Loja: 2, Posição Esteira Loja: 6
[2025-04-08 00:47:46] VENDA FÁBRICA - ID: 144, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 23, Loja: 0, Posição Esteira Loja: 9
[2025-04-08 00:47:46] VENDA FÁBRICA - ID: 145, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 24, Loja: 1, Posição Esteira Loja: 7
[2025-04-08 00:47:47] VENDA FÁBRICA - ID: 146, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 25, Loja: 2, Posição Esteira Loja: 7
[2025-04-08 00:47:47] VENDA FÁBRICA - ID: 147, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 26, Loja: 0, Posição Esteira Loja: 10
[2025-04-08 00:47:47] VENDA FÁBRICA - ID: 148, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 27, Loja: 1, Posição Esteira Loja: 8
[2025-04-08 00:47:47] VENDA FÁBRICA - ID: 149, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 28, Loja: 2, Posição Esteira Loja: 8
[2025-04-08 00:47:48] VENDA FÁBRICA - ID: 150, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 29, Loja: 0, Posição Esteira Loja: 11
[2025-04-08 00:47:48] VENDA FÁBRICA - ID: 151, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 30, Loja: 1, Posição Esteira Loja: 9
[2025-04-08 00:47:48] VENDA FÁBRICA - ID: 152, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 31, Loja: 2, Posição Esteira Loja: 9
[2025-04-08 00:47:48] VENDA FÁBRICA - ID: 153, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 32, Loja: 0, Posição Esteira Loja: 12
[2025-04-08 00:47:49] VENDA FÁBRICA - ID: 154, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 33, Loja: 2, Posição Esteira Loja: 10
[2025-04-08 00:47:49] VENDA FÁBRICA - ID: 155, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 34, Loja: 1, Posição Esteira Loja: 10
[2025-04-08 00:47:49] VENDA FÁBRICA - ID: 156, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 35, Loja: 0, Posição Esteira Loja: 13
[2025-04-08 00:47:49] VENDA FÁBRICA - ID: 157, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 36, Loja: 1, Posição Esteira Loja: 11
[2025-04-08 00:47:50] VENDA FÁBRICA - ID: 158, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 37, Loja: 0, Posição Esteira Loja: 14
[2025-04-08 00:47:50] VENDA FÁBRICA - ID: 159, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 38, Loja: 2, Posição Esteira Loja: 11
[2025-04-08 00:47:50] VENDA FÁBRICA - ID: 160, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 39, Loja: 1, Posição Esteira Loja: 12
[2025-04-08 00:47:50] VENDA FÁBRICA - ID: 161, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 0, Loja: 0, Posição Esteira Loja: 15
[2025-04-08 00:47:50] VENDA FÁBRICA - ID: 163, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 1, Loja: 2, Posição Esteira Loja: 12
[2025-04-08 00:47:51] VENDA FÁBRICA - ID: 162, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 2, Loja: 1, Posição Esteira Loja: 13
[2025-04-08 00:47:51] VENDA FÁBRICA - ID: 164, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 3, Loja: 0, Posição Esteira Loja: 16
[2025-04-08 00:47:51] VENDA FÁBRICA - ID: 165, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 4, Loja: 2, Posição Esteira Loja: 13
[2025-04-08 00:47:51] VENDA FÁBRICA - ID: 166, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 5, Loja: 1, Posição Esteira Loja: 14
[2025-04-08 00:47:52] VENDA FÁBRICA - ID: 167, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 6, Loja: 1, Posição Esteira Loja: 15
[2025-04-08 00:47:52] VENDA FÁBRICA - ID: 168, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 7, Loja: 0, Posição Esteira Loja: 17
[2025-04-08 00:47:52] VENDA FÁBRICA - ID: 169, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 8, Loja: 2, Posição Esteira Loja: 14
[2025-04-08 00:47:53] VENDA FÁBRICA - ID: 170, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 9, Loja: 0, Posição Esteira Loja: 18
[2025-04-08 00:47:53] VENDA FÁBRICA - ID: 171, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 10, Loja: 1, Posição Esteira Loja: 16
[2025-04-08 00:47:53] VENDA FÁBRICA - ID: 172, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 11, Loja: 2, Posição Esteira Loja: 15
[2025-04-08 00:47:53] VENDA FÁBRICA - ID: 173, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 12, Loja: 0, Posição Esteira Loja: 19
[2025-04-08 00:47:53] VENDA FÁBRICA - ID: 174, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 13, Loja: 1, Posição Esteira Loja: 17
[2025-04-08 00:47:54] VENDA FÁBRICA - ID: 175, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 14, Loja: 2, Posição Esteira Loja: 16
[2025-04-08 00:47:54] VENDA FÁBRICA - ID: 176, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 15, Loja: 1, Posição Esteira Loja: 18
[2025-04-08 00:47:54] VENDA FÁBRICA - ID: 177, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 16, Loja: 0, Posição Esteira Loja: 20
[2025-04-08 00:47:54] VENDA FÁBRICA - ID: 179, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 17, Loja: 2, Posição Esteira Loja: 17
[2025-04-08 00:47:55] VENDA FÁBRICA - ID: 178, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 18, Loja: 0, Posição Esteira Loja: 21
[2025-04-08 00:47:55] VENDA FÁBRICA - ID: 180, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 19, Loja: 1, Posição Esteira Loja: 19
[2025-04-08 00:47:55] VENDA FÁBRICA - ID: 181, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 20, Loja: 2, Posição Esteira Loja: 18
[2025-04-08 00:47:55] VENDA FÁBRICA - ID: 182, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 21, Loja: 1, Posição Esteira Loja: 20
[2025-04-08 00:47:55] VENDA FÁBRICA - ID: 183, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 22, Loja: 0, Posição Esteira Loja: 22
[2025-04-08 00:47:56] VENDA FÁBRICA - ID: 184, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 23, Loja: 2, Posição Esteira Loja: 19
[2025-04-08 00:47:56] VENDA FÁBRICA - ID: 185, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 24, Loja: 0, Posição Esteira Loja: 23
[2025-04-08 00:47:56] VENDA FÁBRICA - ID: 187, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 25, Loja: 1, Posição Esteira Loja: 21
[2025-04-08 00:47:56] VENDA FÁBRICA - ID: 186, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 26, Loja: 2, Posição Esteira Loja: 20
[2025-04-08 00:47:57] VENDA FÁBRICA - ID: 188, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 27, Loja: 0, Posição Esteira Loja: 24
[2025-04-08 00:47:57] VENDA FÁBRICA - ID: 189, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 28, Loja: 1, Posição Esteira Loja: 22
[2025-04-08 00:47:57] VENDA FÁBRICA - ID: 190, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 29, Loja: 2, Posição Esteira Loja: 21
[2025-04-08 00:47:58] VENDA FÁBRICA - ID: 191, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 30, Loja: 0, Posição Esteira Loja: 25
[2025-04-08 00:47:58] VENDA FÁBRICA - ID: 192, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 31, Loja: 1, Posição Esteira Loja: 23
[2025-04-08 00:47:58] VENDA FÁBRICA - ID: 193, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 32, Loja: 2, Posição Esteira Loja: 22
[2025-04-08 00:47:58] VENDA FÁBRICA - ID: 194, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 33, Loja: 1, Posição Esteira Loja: 24
[2025-04-08 00:47:58] VENDA FÁBRICA - ID: 195, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 34, Loja: 0, Posição Esteira Loja: 26
[2025-04-08 00:47:59] VENDA FÁBRICA - ID: 196, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 35, Loja: 2, Posição Esteira Loja: 23
[2025-04-08 00:47:59] VENDA FÁBRICA - ID: 197, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 36, Loja: 1, Posição Esteira Loja: 25
[2025-04-08 00:47:59] VENDA FÁBRICA - ID: 198, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 37, Loja: 2, Posição Esteira Loja: 24
[2025-04-08 00:47:59] VENDA FÁBRICA - ID: 199, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 38, Loja: 0, Posição Esteira Loja: 27
[2025-04-08 00:48:00] VENDA FÁBRICA - ID: 200, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 39, Loja: 1, Posição Esteira Loja: 26
[2025-04-08 00:48:00] VENDA FÁBRICA - ID: 201, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 0, Loja: 2, Posição Esteira Loja: 25
[2025-04-08 00:48:00] VENDA FÁBRICA - ID: 204, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 1, Loja: 0, Posição Esteira Loja: 28
[2025-04-08 00:48:01] VENDA FÁBRICA - ID: 202, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 2, Loja: 0, Posição Esteira Loja: 29
[2025-04-08 00:48:01] VENDA FÁBRICA - ID: 203, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 3, Loja: 1, Posição Esteira Loja: 27
[2025-04-08 00:48:01] VENDA FÁBRICA - ID: 205, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 4, Loja: 2, Posição Esteira Loja: 26
[2025-04-08 00:48:01] VENDA FÁBRICA - ID: 206, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 5, Loja: 0, Posição Esteira Loja: 30
[2025-04-08 00:48:02] VENDA FÁBRICA - ID: 207, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 6, Loja: 2, Posição Esteira Loja: 27
[2025-04-08 00:48:02] VENDA FÁBRICA - ID: 208, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 7, Loja: 1, Posição Esteira Loja: 28
[2025-04-08 00:48:02] VENDA FÁBRICA - ID: 209, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 8, Loja: 2, Posição Esteira Loja: 28
[2025-04-08 00:48:02] VENDA FÁBRICA - ID: 211, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 9, Loja: 0, Posição Esteira Loja: 31
[2025-04-08 00:48:02] VENDA FÁBRICA - ID: 210, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 10, Loja: 1, Posição Esteira Loja: 29
[2025-04-08 00:48:03] VENDA FÁBRICA - ID: 212, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 11, Loja: 0, Posição Esteira Loja: 32
[2025-04-08 00:48:03] VENDA FÁBRICA - ID: 213, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 12, Loja: 1, Posição Esteira Loja: 30
[2025-04-08 00:48:03] VENDA FÁBRICA - ID: 214, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 13, Loja: 2, Posição Esteira Loja: 29
[2025-04-08 00:48:03] VENDA FÁBRICA - ID: 215, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 14, Loja: 0, Posição Esteira Loja: 33
[2025-04-08 00:48:04] VENDA FÁBRICA - ID: 216, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 15, Loja: 1, Posição Esteira Loja: 31
[2025-04-08 00:48:04] VENDA FÁBRICA - ID: 217, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 16, Loja: 2, Posição Esteira Loja: 30
[2025-04-08 00:48:04] VENDA FÁBRICA - ID: 218, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 17, Loja: 1, Posição Esteira Loja: 32
[2025-04-08 00:48:04] VENDA FÁBRICA - ID: 219, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 18, Loja: 0, Posição Esteira Loja: 34
[2025-04-08 00:48:05] VENDA FÁBRICA - ID: 220, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 19, Loja: 2, Posição Esteira Loja: 31
[2025-04-08 00:48:05] VENDA FÁBRICA - ID: 221, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 20, Loja: 1, Posição Esteira Loja: 33
[2025-04-08 00:48:05] VENDA FÁBRICA - ID: 222, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 21, Loja: 0, Posição Esteira Loja: 35
[2025-04-08 00:48:05] VENDA FÁBRICA - ID: 224, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 22, Loja: 2, Posição Esteira Loja: 32
[2025-04-08 00:48:06] VENDA FÁBRICA - ID: 223, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 23, Loja: 0, Posição Esteira Loja: 36
[2025-04-08 00:48:06] VENDA FÁBRICA - ID: 225, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 24, Loja: 1, Posição Esteira Loja: 34
[2025-04-08 00:48:06] VENDA FÁBRICA - ID: 226, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 25, Loja: 0, Posição Esteira Loja: 37
[2025-04-08 00:48:06] VENDA FÁBRICA - ID: 227, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 26, Loja: 2, Posição Esteira Loja: 33
[2025-04-08 00:48:07] VENDA FÁBRICA - ID: 228, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 27, Loja: 1, Posição Esteira Loja: 35
[2025-04-08 00:48:07] VENDA FÁBRICA - ID: 229, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 28, Loja: 0, Posição Esteira Loja: 38
[2025-04-08 00:48:07] VENDA FÁBRICA - ID: 230, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 29, Loja: 2, Posição Esteira Loja: 34
[2025-04-08 00:48:08] VENDA FÁBRICA - ID: 231, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 30, Loja: 0, Posição Esteira Loja: 39
[2025-04-08 00:48:08] VENDA FÁBRICA - ID: 232, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 31, Loja: 1, Posição Esteira Loja: 36
[2025-04-08 00:48:08] VENDA FÁBRICA - ID: 233, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 32, Loja: 2, Posição Esteira Loja: 35
[2025-04-08 00:48:08] VENDA FÁBRICA - ID: 234, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 33, Loja: 0, Posição Esteira Loja: 0
[2025-04-08 00:48:09] VENDA FÁBRICA - ID: 235, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 34, Loja: 1, Posição Esteira Loja: 37
[2025-04-08 00:48:09] VENDA FÁBRICA - ID: 236, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 35, Loja: 2, Posição Esteira Loja: 36
[2025-04-08 00:48:09] VENDA FÁBRICA - ID: 237, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 36, Loja: 0, Posição Esteira Loja: 1
[2025-04-08 00:48:09] VENDA FÁBRICA - ID: 238, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 37, Loja: 1, Posição Esteira Loja: 38
[2025-04-08 00:48:09] VENDA FÁBRICA - ID: 239, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 38, Loja: 2, Posição Esteira Loja: 37
[2025-04-08 00:48:10] VENDA FÁBRICA - ID: 240, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 39, Loja: 1, Posição Esteira Loja: 39
[2025-04-08 00:48:10] VENDA FÁBRICA - ID: 241, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 0, Loja: 0, Posição Esteira Loja: 2
[2025-04-08 00:48:10] VENDA FÁBRICA - ID: 242, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 1, Loja: 2, Posição Esteira Loja: 38
[2025-04-08 00:48:11] VENDA FÁBRICA - ID: 244, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 2, Loja: 1, Posição Esteira Loja: 0
[2025-04-08 00:48:11] VENDA FÁBRICA - ID: 243, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 3, Loja: 0, Posição Esteira Loja: 3
[2025-04-08 00:48:11] VENDA FÁBRICA - ID: 245, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 4, Loja: 2, Posição Esteira Loja: 39
[2025-04-08 00:48:12] VENDA FÁBRICA - ID: 246, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 5, Loja: 1, Posição Esteira Loja: 1
[2025-04-08 00:48:12] VENDA FÁBRICA - ID: 248, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 6, Loja: 0, Posição Esteira Loja: 4
[2025-04-08 00:48:12] VENDA FÁBRICA - ID: 247, Tipo: SEDAN, Cor: Verde, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 7, Loja: 2, Posição Esteira Loja: 0
[2025-04-08 00:48:12] VENDA FÁBRICA - ID: 249, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 0, Posição Esteira Fábrica: 8, Loja: 0, Posição Esteira Loja: 5
[2025-04-08 00:48:13] VENDA FÁBRICA - ID: 250, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 0, Posição Esteira Fábrica: 9, Loja: 1, Posição Esteira Loja: 2
[2025-04-08 00:48:13] VENDA FÁBRICA - ID: 251, Tipo: SEDAN, Cor: Azul, Estação: 3, Funcionário: 0, Posição Esteira Fábrica: 10, Loja: 2, Posição Esteira Loja: 1
[2025-04-08 00:48:13] VENDA FÁBRICA - ID: 252, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 2, Posição Esteira Fábrica: 11, Loja: 2, Posição Esteira Loja: 2
[2025-04-08 00:48:13] VENDA FÁBRICA - ID: 253, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Fábrica: 12, Loja: 0, Posição Esteira Loja: 6
[2025-04-08 00:48:14] VENDA FÁBRICA - ID: 254, Tipo: SUV, Cor: Azul, Estação: 3, Funcionário: 3, Posição Esteira Fábrica: 13, Loja: 1, Posição Esteira Loja: 3
[2025-04-08 00:48:14] VENDA FÁBRICA - ID: 256, Tipo: SUV, Cor: Verde, Estação: 2, Funcionário: 2, Posição Esteira Fábrica: 14, Loja: 2, Posição Esteira Loja: 3
[2025-04-08 00:48:14] VENDA FÁBRICA - ID: 255, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 0, Posição Esteira Fábrica: 15, Loja: 0, Posição Esteira Loja: 7
[2025-04-08 00:48:14] VENDA FÁBRICA - ID: 257, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 1, Posição Esteira Fábrica: 16, Loja: 1, Posição Esteira Loja: 4
[2025-04-08 00:48:15] VENDA FÁBRICA - ID: 258, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Fábrica: 17, Loja: 0, Posição Esteira Loja: 8
[2025-04-08 00:48:15] VENDA FÁBRICA - ID: 259, Tipo: SEDAN, Cor: Verde, Estação: 3, Funcionário: 1, Posição Esteira Fábrica: 18, Loja: 2, Posição Esteira Loja: 4
[2025-04-08 00:48:15] VENDA FÁBRICA - ID: 260, Tipo: SUV, Cor: Azul, Estação: 0, Funcionário: 3, Posição Esteira Fábrica: 19, Loja: 1, Posição Esteira Loja: 5
[2025-04-08 00:48:16] VENDA FÁBRICA - ID: 261, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 4, Posição Esteira Fábrica: 20, Loja: 2, Posição Esteira Loja: 5
[2025-04-08 00:48:16] VENDA FÁBRICA - ID: 262, Tipo: SUV, Cor: Verde, Estação: 3, Funcionário: 4, Posição Esteira Fábrica: 21, Loja: 0, Posição Esteira Loja: 9
[2025-04-08 00:48:16] VENDA FÁBRICA - ID: 263, Tipo: SEDAN, Cor: Azul, Estação: 0, Funcionário: 1, Posição Esteira Fábrica: 22, Loja: 1, Posição Esteira Loja: 6
[2025-04-08 00:48:16] VENDA FÁBRICA - ID: 264, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 1, Posição Esteira Fábrica: 23, Loja: 2, Posição Esteira Loja: 6
[2025-04-08 00:48:16] VENDA FÁBRICA - ID: 265, Tipo: SEDAN, Cor: Verde, Estação: 1, Funcionário: 2, Posição Esteira Fábrica: 24, Loja: 0, Posição Esteira Loja: 10
[2025-04-08 00:48:17] VENDA FÁBRICA - ID: 266, Tipo: SUV, Cor: Azul, Estação: 2, Funcionário: 3, Posição Esteira Fábrica: 25, Loja: 1, Posição Esteira Loja: 7
[2025-04-08 00:48:17] VENDA FÁBRICA - ID: 267, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 2, Posição Esteira Fábrica: 26, Loja: 2, Posição Esteira Loja: 7
[2025-04-08 00:48:17] VENDA FÁBRICA - ID: 268, Tipo: SUV, Cor: Verde, Estação: 0, Funcionário: 4, Posição Esteira Fábrica: 27, Loja: 0, Posição Esteira Loja: 11
