[2025-04-07 13:51:02] VENDA LOJA 0 - ID: 8, Tipo: SUV, Cor: Azul, Estação: 1, Funcionário: 0, Posição Esteira Loja: 0, Cliente: 10
[2025-04-07 13:52:57] VENDA LOJA 0 - ID: 459, Tipo: SEDAN, Cor: Vermelho, Estação: 0, Funcionário: 3, Posição Esteira Loja: 36, Cliente: 14
[2025-04-07 13:52:58] VENDA LOJA 0 - ID: 462, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 1, Posição Esteira Loja: 37, Cliente: 9
[2025-04-07 13:52:59] VENDA LOJA 0 - ID: 465, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 3, Posição Esteira Loja: 38, Cliente: 10
[2025-04-07 13:52:59] VENDA LOJA 0 - ID: 468, Tipo: SUV, Cor: Vermelho, Estação: 3, Funcionário: 3, Posição Esteira Loja: 39, Cliente: 6
[2025-04-07 13:53:00] VENDA LOJA 0 - ID: 472, Tipo: SUV, Cor: Verde, Estação: 1, Funcionário: 3, Posição Esteira Loja: 0, Cliente: 8
[2025-04-07 13:53:01] VENDA LOJA 0 - ID: 475, Tipo: SEDAN, Cor: Verde, Estação: 0, Funcionário: 0, Posição Esteira Loja: 1, Cliente: 4
[2025-04-07 13:53:02] VENDA LOJA 0 - ID: 477, Tipo: SEDAN, Cor: Vermelho, Estação: 3, Funcionário: 4, Posição Esteira Loja: 2, Cliente: 11
[2025-04-07 13:53:02] VENDA LOJA 0 - ID: 480, Tipo: SUV, Cor: Vermelho, Estação: 2, Funcionário: 4, Posição Esteira Loja: 3, Cliente: 14
[2025-04-07 13:53:03] VENDA LOJA 0 - ID: 483, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 2, Posição Esteira Loja: 4, Cliente: 3
[2025-04-07 13:53:04] VENDA LOJA 0 - ID: 486, Tipo: SUV, Cor: Vermelho, Estação: 0, Funcionário: 4, Posição Esteira Loja: 5, Cliente: 5
[2025-04-07 13:53:04] VENDA LOJA 0 - ID: 489, Tipo: SEDAN, Cor: Vermelho, Estação: 2, Funcionário: 0, Posição Esteira Loja: 6, Cliente: 2
[2025-04-07 13:53:05] VENDA LOJA 0 - ID: 491, Tipo: SEDAN, Cor: Azul, Estação: 1, Funcionário: 3, Posição Esteira Loja: 7, Cliente: 19
[2025-04-07 13:53:06] VENDA LOJA 0 - ID: 495, Tipo: SEDAN, Cor: Vermelho, Estação: 1, Funcionário: 1, Posição Esteira Loja: 8, Cliente: 1
[2025-04-07 13:53:07] VENDA LOJA 0 - ID: 497, Tipo: SEDAN, Cor: Azul, Estação: 2, Funcionário: 4, Posição Esteira Loja: 9, Cliente: 7
